"","dens","dens.w","gini","gini.w","dens.f","dens.f.w","gini.f","gini.f.w","dens.m","dens.m.w","gini.m","gini.m.w","eo.FF","eo.MM","eo.cross","eo.ck","eo.dk","eo.u","kinDegree","group","isPost","quarter","netID"
"23",0.02101087275933,1.39022305612695,0.440222428174235,0.515431296408925,0.0359911406423034,0.893783831672204,0.293023255813953,0.382861492687954,0.00256410256410256,0.00256412820512821,0.8,0.84999900001,1.41439492102575,0.0659373205827215,1.20602923038327,14.2260820881318,3.77880654766625,0.348396833284998,0.25031798760059,"groupV",1,1,"groupV.1.1"
"24",0.0246841022627094,1.67028631207758,0.402969018932874,0.505411495728311,0.0393133997785161,0.982831456256921,0.273829020635441,0.349045368191233,0.00512820512820513,0.00626774358974359,0.646875,0.720454545454546,1.39231999115359,0.0788024271245432,1.2117843923437,13.9069980139108,2.7968248358771,0.394136573993707,0.240287500435002,"groupV",1,1,"groupV.1.1"
"25",0.0113135468704085,0.707096679400529,0.46236895634486,0.531855421686747,0.017718715393134,0.425249169435216,0.386627906976744,0.45203488372093,0,0,NA,NA,1.44712292358804,0,1.2187488372093,13.6686507936508,4.14002403846154,0.360491889063318,0.255435416666667,"groupV",1,1,"groupV.1.1"
"26",0.00617102556567734,0.370261533940641,0.563396442914515,0.604016064257028,0.008859357696567,0.168327796234773,0.534883720930233,0.570379436964504,0,0,NA,NA,1.19337393872278,0,1.35196705426357,13.2812801233854,0,0.512277947616294,0.214215789473684,"groupV",1,1,"groupV.1.1"
"27",0.0252718189832501,1.6735501439906,0.418744746427571,0.511867003185272,0.0409745293466224,0.91964626799557,0.299497171590195,0.406057301731077,0.00576923076923077,0.00769223076923077,0.705555555555556,0.725,1.27725852622448,0.0878414533624533,1.26809256813755,15.2406398756574,1.80356518571652,0.369413462373075,0.25887632356309,"groupV",1,1,"groupV.1.1"
"28",0.018513076697032,1.24037613870115,0.397972843755976,0.512281963675598,0.0287929125138427,0.639202657807309,0.280858676207513,0.408967106641525,0.00192307692307692,0.00115384615384615,0.85,0.85,1.24868349283483,0.0390700344431688,1.30521173203749,12.5035475035475,2.98380110880111,0.448179105321962,0.218064864864865,"groupV",1,1,"groupV.1.1"
"29",0.0240963855421687,1.54518072289157,0.417131942403761,0.523520984522887,0.0387596899224806,0.843023255813953,0.281727574750831,0.401363271852446,0.00128205128205128,0.000320512820512821,0.9,0.9,1.27822139327647,0.0170090468336082,1.29970873566345,13.0522925350512,3.42622679045093,0.410214908244465,0.219627011494253,"groupV",1,1,"groupV.1.1"
"30",0.0221863062004114,1.48965316044666,0.397590361445783,0.512304168088669,0.0337763012181617,0.810632918050941,0.27906976744186,0.418464796802991,0.00512820512820513,0.00732605128205128,0.6,0.65999664002016,1.34705765883124,0.0928264522375501,1.22918738449425,13.9690270929152,3.15431914364602,0.379804901374535,0.24292686544403,"groupV",1,1,"groupV.1.1"
"31",0.0177784307963562,1.13781957096679,0.463307776560789,0.530402861445783,0.0271317829457364,0.637596899224806,0.355481727574751,0.450766947055913,0.00320512820512821,0.00400641025641026,0.795,0.795,1.38376418881506,0.0852113381410256,1.21336982194767,13.9594731509625,2.466397299509,0.402677110123919,0.246677659574468,"groupV",1,1,"groupV.1.1"
"32",0.0220393770202762,1.46404562151043,0.41991967871486,0.509625272637698,0.0359911406423034,0.904922009966777,0.300178890876565,0.396405457609563,0.00448717948717949,0.00641029487179487,0.65,0.72999762001428,1.42637738249396,0.0938245772674392,1.18709189147637,15.1979712038572,3.01092777095167,0.331818035320102,0.266351216903692,"groupV",1,1,"groupV.1.1"
"33",0.00631795474581252,0.366441375257126,0.594844494256094,0.627752388865808,0.008859357696567,0.17718715393134,0.626453488372093,0.65,0,0,NA,NA,1.29949975178524,0,1.29625100240577,11.3554945054945,4.96802884615385,0.432590266875981,0.239205,"groupV",1,1,"groupV.1.1"
"34",0.0193946517778431,1.30332059947106,0.438481197517342,0.522841365461847,0.0271317829457364,0.558914728682171,0.336022781205505,0.441860465116279,0.00256410256410256,0.00256410256410256,0.8,0.83,1.15523980910194,0.0649229242979243,1.34254568106312,15.4346527259149,2.57244212098581,0.335992440292024,0.254597087378641,"groupV",1,1,"groupV.1.1"
"35",0.0180722891566265,1.29668674698795,0.416005485356058,0.480458419042022,0.0243632336655592,0.6578073089701,0.317124735729387,0.421188630490956,0.00320512820512821,0.00480769230769231,0.795,0.8125,1.41813004271476,0.0912087912087912,1.19260797342193,15.1873897707231,3.68002136752137,0.310423571137857,0.256197222222222,"groupV",1,1,"groupV.1.1"
"36",0.0230678812812224,1.43020863943579,0.41378251860947,0.50779731830548,0.0387596899224806,0.818798449612403,0.324584717607973,0.429750928856474,0.00448717948717949,0.00448717948717949,0.696428571428572,0.721875,1.28404199264102,0.0703680727874276,1.2724552231808,13.1398227019529,3.72357191624943,0.396754386779746,0.237257396449704,"groupV",1,1,"groupV.1.1"
"37",0.0195415809579783,1.22460912724067,0.435546698070477,0.514386857796925,0.0299003322259136,0.652825315614618,0.29801894918174,0.393749994541109,0.00384615384615385,0.00448723076923077,0.745833333333333,0.774998500017142,1.31297778031946,0.0812234259122917,1.25234115823252,13.2913785383504,3.03391943058325,0.412778401486504,0.233748279652532,"groupV",1,1,"groupV.1.1"
"38",0.0104319717895974,0.662430208639436,0.49448498218225,0.550706764064131,0.0116279069767442,0.174418604651163,0.49390919158361,0.548062015503876,0.00128205128205128,0.00128205128205128,0.9,0.9,0.890208491380438,0.0687058348475671,1.47997161691998,14.2995115995116,0,0.468639455782313,0.241026666666667,"groupV",1,1,"groupV.1.1"
"39",0.0132236262121657,0.793415721422274,0.435609103078983,0.514927068966374,0.0204872646733112,0.402914429678848,0.304211187932118,0.394955784629749,0.00256410256410256,0.00427348717948718,0.8,0.83000072000288,1.23524414727879,0.121189256706556,1.27502727603264,14.5418846844834,5.05223814822678,0.293280996280196,0.261027423883563,"groupV",1,1,"groupV.1.1"
"40",0.0120481927710843,0.843373493975904,0.528798119306494,0.548450946643718,0.0204872646733112,0.573643410852713,0.385292269013199,0.450996677740864,0,0,NA,NA,1.50741971207087,0,1.18709302325581,13.9690607012036,2.95716002747253,0.386241309710697,0.241933928571429,"groupV",1,1,"groupV.1.1"
"41",0.0157214222744637,0.951146047605054,0.440716135570319,0.517026784825251,0.0243632336655592,0.505537098560354,0.31183932346723,0.441860465116279,0.00128205128205128,0.0016025641025641,0.9,0.93,1.29251896799465,0.0901409196863742,1.25903805496829,14.2893772893773,2.39423076923077,0.390894819466248,0.241139759036145,"groupV",1,1,"groupV.1.1"
"42",0.024390243902439,1.65853146341463,0.403106401509653,0.500749065920663,0.0415282392026578,0.945915697674419,0.281860465116279,0.389791553623633,0.00384615384615385,0.00299142307692308,0.783333333333333,0.792857142857143,1.26233767062557,0.0499011969045259,1.29313148246487,12.4325968979504,3.06969196482922,0.448415246181327,0.230082332154546,"groupV",1,1,"groupV.1.1"
"43",0.015133705553923,1.05431214663532,0.476546964557258,0.541938588797978,0.0204872646733112,0.478034878183832,0.389692017598994,0.479735109447124,0.00256410256410256,0.00341876923076923,0.84375,0.84375,1.26219331363874,0.0834983339357824,1.27797135890367,12.6172107098231,1.41942647154768,0.494389445861284,0.225258488244468,"groupV",1,1,"groupV.1.1"
"44",0.0183661475168969,1.26726417866588,0.470843373493976,0.514318142133752,0.0293466223698782,0.674972314507198,0.34401053093462,0.390798786653185,0.00256410256410256,0.00256410256410256,0.8,0.8,1.2561830933924,0.0632292827945002,1.29031850353893,11.7943541965281,2.88001672240803,0.481961982117262,0.216898913043478,"groupV",1,1,"groupV.1.1"
"45",0.00631795474581252,0.398031148986189,0.531801625105071,0.567794989481736,0.00775193798449612,0.178294573643411,0.539867109634551,0.612740141557128,0,0,NA,NA,1.37581957847739,0,1.2561830933924,12.0686415034241,8.64005016722408,0.282124087093031,0.243169565217391,"groupV",1,1,"groupV.1.1"
"46",0.0148398471936527,1.01900081251837,0.436717165692473,0.527255221809287,0.0188261351052049,0.376521949058693,0.385772913816689,0.489923910080378,0.00320512820512821,0.00641022435897436,0.75,0.783334166670834,1.09763570201629,0.127072059669185,1.34460392705659,16.4024263744498,2.76001050559793,0.288391744836865,0.241968808787618,"groupV",1,1,"groupV.1.1"
"47",0.0198354393182486,1.18682356009403,0.441767068273092,0.524179508793326,0.0299003322259136,0.578075382059801,0.316968130921619,0.404168405282467,0.00320512820512821,0.00320516025641026,0.795,0.81249912500875,1.21769444401238,0.0729167585080804,1.30613188687239,12.6171834866142,3.99726015841131,0.410216451366527,0.232491911152766,"groupV",1,1,"groupV.1.1"
"48",0.0183661475168969,1.20114604760505,0.394602409638554,0.498655171143289,0.0249169435215947,0.413621262458472,0.271834625322997,0.396749789857103,0.00512820512820513,0.0102564102564103,0.6875,0.7375,0.956543089463934,0.133419587548028,1.41579901856198,13.6813186813187,2.79326923076923,0.40392464678179,0.233114457831325,"groupV",1,1,"groupV.1.1"
"49",0.0217455186600059,1.42433495151337,0.416151090849886,0.495967715174973,0.0343300110741971,0.749540177187154,0.289197299324831,0.339959507702384,0.00448717948717949,0.00598298076923077,0.696428571428572,0.721873664079199,1.25618270982598,0.0888114888691758,1.27871747192395,12.7135035701643,3.03390426106194,0.437544966882928,0.230717824862664,"groupV",1,1,"groupV.1.1"
"50",0.00969732588892154,0.538201586835146,0.517707192405988,0.56962987083469,0.0127353266888151,0.235603543743079,0.447927199191102,0.538026398491515,0.00128205128205128,0.00128205128205128,0.9375,0.9375,1.2561830933924,0.0786093786093786,1.2833438089252,16.3682803682804,2.685420997921,0.292290720862149,0.259756756756757,"groupV",1,1,"groupV.1.1"
"51",0.0174845724360858,1.01060828680576,0.470082008707097,0.533539000291825,0.026578073089701,0.483720930232558,0.285368217054264,0.382315359059545,0.00256410256410256,0.00256410256410256,0.84375,0.855,1.18663662455406,0.0754813237512199,1.32127424157077,16.0834842812865,2.18374894336433,0.320877395759656,0.268915384615385,"groupV",1,1,"groupV.1.1"
"52",0.0207170143990597,1.24302417866588,0.461761941382551,0.527676801697203,0.0343300110741971,0.629387198228128,0.318829707426857,0.360463150117148,0.00256410256410256,0.00213676923076923,0.8,0.82999856001152,1.15150479790673,0.0605950525157574,1.34646920146973,11.6995598579055,4.51638164856971,0.432592272510095,0.224499262004294,"groupV",1,1,"groupV.1.1"
"53",0.0204231560387893,1.27985403908316,0.394383288549883,0.51483496895283,0.0337763012181617,0.737451157253599,0.320625238276782,0.402626340067976,0.00256410256410256,0.00256410256410256,0.8,0.833332,1.31297901023409,0.0696193170327405,1.25760284097272,14.4471449731847,3.28674833680115,0.354989916525266,0.240173399778962,"groupV",1,1,"groupV.1.1"
"54",0.0202762268586541,1.24361114898619,0.435219137419242,0.50510685692311,0.0326688815060908,0.762276079734219,0.305084745762712,0.369932740391506,0.00384615384615385,0.00448723076923077,0.7,0.735712449000583,1.43368836152544,0.0829892107162622,1.18816734022316,12.9776817419454,3.78515875188159,0.401692286351261,0.228933151833852,"groupV",1,1,"groupV.1.1"
"55",0.0154275639141934,1.09021179106671,0.475387263339071,0.525574594227461,0.0243632336655592,0.609078648947951,0.328224101479915,0.39131902735315,0,0,NA,NA,1.33321172220376,0,1.27855221793605,12.1125407963557,3.53281115081245,0.447009677115528,0.22277353330472,"groupV",1,1,"groupV.1.1"
"56",0.00719952982662357,0.431971789597414,0.582001475288911,0.582128514056225,0.00941306755260244,0.188261351052049,0.528043775649795,0.547674418604651,0.000641025641025641,0.000641025641025641,0.95,0.95,1.2561830933924,0.0727136752136752,1.28601744186047,15.1406593406593,3.31201923076923,0.324442700156986,0.222815,"groupV",1,1,"groupV.1.1"
"57",0.0246841022627094,1.6620578665883,0.403040734366036,0.507833970036616,0.0420819490586932,1.02399100775194,0.280905752753978,0.348094910155416,0.00320512820512821,0.00249285256410256,0.795,0.825,1.36190148085147,0.0503952647122807,1.24063642809043,13.9423492828289,2.72220217979266,0.395058177769361,0.249672741876756,"groupV",1,1,"groupV.1.1"
"58",0.0202762268586541,1.23105773141346,0.425964728479134,0.542423607426206,0.0326688815060908,0.648711860465116,0.311785573512022,0.424460186470657,0.00384615384615385,0.00384619230769231,0.7,0.735712142878571,1.23253849741838,0.0718588745430757,1.2988184969114,14.8864899005704,1.90618263916861,0.381240544457959,0.251953736028983,"groupV",1,1,"groupV.1.1"
"59",0.0230678812812224,1.490761827799,0.393523137134525,0.495350842441332,0.0370985603543743,0.802256367663345,0.289135716765012,0.369404489850786,0.00320512820512821,0.00240384615384615,0.795,0.820833333333333,1.26104260245774,0.0506323463770272,1.29347982546894,13.4194668529929,2.68024677634504,0.418837397119808,0.234951445086705,"groupV",1,1,"groupV.1.1"
"60",0.0167499265354099,1.0133705553923,0.409321496512365,0.507169172558001,0.0249169435215947,0.504568106312292,0.336950904392765,0.435544071202986,0.00256410256410256,0.00320512820512821,0.8,0.83,1.26137393262129,0.0901409196863742,1.2753891985393,14.019129019129,2.86223884140551,0.387194991956897,0.234276543209877,"groupV",1,1,"groupV.1.1"
"61",0.0113135468704085,0.752350866882163,0.492254733218589,0.552676872905155,0.0160575858250277,0.31312292358804,0.460304731355253,0.498509242695289,0.00192307692307692,0.00288461538461538,0.85,0.85,1.10506332275872,0.0984094852515905,1.35370257037944,14.8818446510754,3.39694280078896,0.332761743750755,0.26215641025641,"groupV",1,1,"groupV.1.1"
"62",0.0265941816044666,1.67277402292095,0.402848964920455,0.522822609994828,0.0415282392026578,0.884551495016611,0.283410852713178,0.428431051424828,0.00384615384615385,0.00230769230769231,0.7,0.7,1.27615420775475,0.041616729852024,1.28963470994935,13.3872809506612,3.26537107258938,0.401110693464818,0.236890610328639,"groupV",1,1,"groupV.1.1"
"63",0.0133705553923009,0.793318104613576,0.435853303323183,0.506227814115941,0.0215946843853821,0.482280132890365,0.323792486583184,0.394655638747239,0.00256410256410256,0.00512820512820513,0.8,0.833334,1.41849820838976,0.14706164650496,1.16708606601754,14.6887231388894,4.44899168071492,0.306685763499918,0.26598383524498,"groupV",1,1,"groupV.1.1"
"64",0.00969732588892154,0.56729356450191,0.487404162102957,0.522809185459788,0.0138427464008859,0.283776301218162,0.48093023255814,0.520136131593874,0,0,NA,NA,1.32060273920739,0,1.28517193400914,14.7713749664969,5.6546669793621,0.263774552973159,0.266860975609756,"groupV",1,1,"groupV.1.1"
"65",0.0174845724360858,1.19332206876286,0.44851675610003,0.516704179354782,0.0260243632336656,0.598560354374308,0.312221672439386,0.366279069767442,0.00384615384615385,0.00673076923076923,0.745833333333333,0.767857142857143,1.26998730320989,0.111867192636423,1.26101456682852,14.5372272654881,3.96002299331104,0.329144768275203,0.260373913043478,"groupV",1,1,"groupV.1.1"
"66",0.0261533940640611,1.70258595357038,0.388926492486801,0.503932781818518,0.0454042081949059,1.03975636766334,0.241349971639251,0.373616329846654,0.00256410256410256,0.00205128205128205,0.8,0.875,1.32564943957078,0.053613769742802,1.25820919515593,13.4436713214006,3.47111185757474,0.391975896841773,0.235245414847162,"groupV",1,1,"groupV.1.1"
"67",0.0227740229209521,1.63593777549221,0.421919937815779,0.511502328720172,0.0365448504983389,0.931896976744186,0.303735024665257,0.38166825621874,0.00256410256410256,0.00256412820512821,0.84375,0.879165958340417,1.3377928934822,0.0607357867989955,1.2486041299316,14.5138639854,3.46355461581026,0.346357264034109,0.252586053421772,"groupV",1,1,"groupV.1.1"
"68",0.0174845724360858,1.07005583308845,0.453579021970234,0.528899913379006,0.0315614617940199,0.738538205980066,0.292941656466748,0.418803418803419,0.00320512820512821,0.00448717948717949,0.75,0.792857142857143,1.44091590124422,0.099803083626613,1.17674798601611,14.4504868351022,3.68002136752137,0.342005125521609,0.230479487179487,"groupV",1,1,"groupV.1.1"
"69",0.0105789009697326,0.629444607699089,0.48309906291834,0.544092335729472,0.0143964562569214,0.259136212624585,0.4087656529517,0.459948320413437,0.000641025641025641,0.000320512820512821,0.95,0.95,1.14006532845696,0.0366623572505925,1.36332812194645,13.3181725681726,4.60002670940171,0.360491889063318,0.259183333333333,"groupV",1,1,"groupV.1.1"
"70",0.0254187481633852,1.77365873347047,0.390068946305453,0.513526317979783,0.0376522702104097,0.845081483942414,0.274965800273598,0.411122669173855,0.00384615384615385,0.00384611538461538,0.7,0.75,1.21217609449239,0.0625240497680686,1.31374199293853,13.9913985347388,3.93509032426189,0.353351556133412,0.24792527689572,"groupV",1,1,"groupV.1.1"
"71",0.0213047311196004,1.37263463855422,0.404320731200665,0.513156505150111,0.0343300110741971,0.74545284606866,0.27231807951988,0.389687424789745,0.00448717948717949,0.00769228205128205,0.65,0.724998249994167,1.27011058601645,0.116083423607144,1.2590378316358,12.9492193733648,3.92213927526592,0.398439268730941,0.231959625721644,"groupV",1,1,"groupV.1.1"
"72",0.02101087275933,1.411234138995,0.429943550425478,0.516217792140739,0.0343300110741971,0.812479789590255,0.336084021005251,0.455779718430405,0.00192307692307692,0.00128205769230769,0.85,0.874998875005625,1.32787697616657,0.0433035277265802,1.26171531331096,14.5719589859051,3.26536890444319,0.350338848465261,0.255596602744357,"groupV",1,1,"groupV.1.1"
"73",0.024390243902439,1.59756097560976,0.407606328930178,0.493768969005794,0.0398671096345515,0.926910299003322,0.296188630490956,0.3935983995999,0.00448717948717949,0.00560897435897436,0.65,0.73,1.33769115670412,0.0832599334507731,1.2384431031422,12.7528851077238,2.31485215053763,0.459336439290356,0.233214516129032,"groupV",1,1,"groupV.1.1"
"74",0.0248310314428445,1.70402953276521,0.423968061595494,0.519454868654948,0.0393133997785161,0.953349944629014,0.27644939403865,0.411412131383361,0.00320512820512821,0.00280448717948718,0.75,0.807142857142857,1.33169136676571,0.0556279482508991,1.25412377684585,13.0074392960991,3.92662073750991,0.395797795724158,0.232926288659794,"groupV",1,1,"groupV.1.1"
"75",0.0238025271818983,1.55013958272113,0.390376320095196,0.518164789676942,0.0387596899224806,0.872093023255814,0.245182724252492,0.410077519379845,0.00576923076923077,0.00721153846153846,0.638888888888889,0.66,1.30199399315143,0.0837393572518333,1.25696670088827,14.019129019129,4.0480235042735,0.348475492761207,0.235321666666667,"groupV",1,1,"groupV.1.1"
"76",0.0163091389950044,1.07640317367029,0.446000217084554,0.512504563709383,0.026578073089701,0.624584717607973,0.365794573643411,0.412172191984166,0.00192307692307692,0.00144230769230769,0.85,0.85,1.34183194066915,0.0495775058275058,1.25154378083157,13.422570337464,3.52342471358429,0.391172049834664,0.238835106382979,"groupV",1,1,"groupV.1.1"
"77",0.0182192183367617,1.27534528357332,0.432763311309755,0.529259896729776,0.0293466223698782,0.716057585825028,0.318999561211058,0.465497521921464,0.00192307692307692,0.00115384615384615,0.85,0.85,1.31360860623319,0.0373956043956044,1.2718853820598,14.2719329850477,2.71476986128625,0.381175849911213,0.242405737704918,"groupV",1,1,"groupV.1.1"
"78",0.0211578019394652,1.46341893623274,0.414993306559572,0.50161071351137,0.0315614617940199,0.710135415282392,0.319461444308446,0.36227351294999,0.00384615384615385,0.00641026923076923,0.745833333333333,0.78249938500123,1.22591437617358,0.105128106333315,1.28720895079958,13.8321880252362,3.68000828304747,0.368504073192565,0.235113729151185,"groupV",1,1,"groupV.1.1"
"79",0.0213047311196004,1.33915531883632,0.431990029081845,0.506818162729026,0.0326688815060908,0.718715719822813,0.331099724083563,0.408184973023744,0.00192307692307692,0.00164834615384615,0.85,0.883332944443148,1.31899206819954,0.059492773528163,1.25903825526968,12.289461137158,4.94651352737147,0.393265666540438,0.221405850906431,"groupV",1,1,"groupV.1.1"
"80",0.0252718189832501,1.78306152806347,0.386522835528159,0.492496932754164,0.0404208194905869,1.01051604097453,0.283211213762345,0.370234001122628,0.00448717948717949,0.00697998717948718,0.65,0.721428571428572,1.33531113048453,0.0961875144019994,1.23383010926681,13.7948466416476,4.12162734669879,0.355684203880199,0.251113265218367,"groupV",1,1,"groupV.1.1"
